,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,ZONE,FGM,FGA,FG_PCT,SEASON,game_id,win,pd,ortg
51,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,Left Corner 3,0.0,0.0,0.0,,2,1.0,9,119.4
52,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,Right Corner 3,0.0,0.0,0.0,,2,1.0,9,119.4
53,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,Above the Break 3,0.0,0.0,0.0,,2,1.0,9,119.4
54,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,Backcourt,0.0,0.0,0.0,,2,1.0,9,119.4
55,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,Corner 3,0.0,0.0,0.0,,2,1.0,9,119.4
56,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,Restricted Area,0.0,0.0,0.0,,2,1.0,9,119.4
57,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,In The Paint (Non-RA),0.0,0.0,0.0,,2,1.0,9,119.4
58,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,Mid-Range,0.0,0.0,0.0,,2,1.0,9,119.4
59,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,Left Corner 3,1.0,1.0,1.0,,2,1.0,9,119.4
60,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,Right Corner 3,0.0,0.0,0.0,,2,1.0,9,119.4
61,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,Above the Break 3,0.0,0.0,0.0,,2,1.0,9,119.4
62,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,Backcourt,,,,,2,1.0,9,119.4
63,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,Corner 3,1.0,1.0,1.0,,2,1.0,9,119.4
64,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,Restricted Area,1.0,3.0,0.333,,2,1.0,9,119.4
65,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,In The Paint (Non-RA),2.0,5.0,0.4,,2,1.0,9,119.4
66,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,Mid-Range,0.0,1.0,0.0,,2,1.0,9,119.4
67,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,Left Corner 3,0.0,0.0,0.0,,2,1.0,9,119.4
68,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,Right Corner 3,1.0,1.0,1.0,,2,1.0,9,119.4
69,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,Above the Break 3,0.0,0.0,0.0,,2,1.0,9,119.4
70,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,Backcourt,0.0,0.0,0.0,,2,1.0,9,119.4
71,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,Corner 3,1.0,1.0,1.0,,2,1.0,9,119.4
72,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,Restricted Area,0.0,0.0,0.0,,2,1.0,9,119.4
73,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,In The Paint (Non-RA),0.0,0.0,0.0,,2,1.0,9,119.4
74,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,Mid-Range,1.0,3.0,0.333,,2,1.0,9,119.4
75,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,Left Corner 3,1.0,2.0,0.5,,2,1.0,9,119.4
76,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,Right Corner 3,2.0,2.0,1.0,,2,1.0,9,119.4
77,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,Above the Break 3,2.0,5.0,0.4,,2,1.0,9,119.4
78,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,Backcourt,0.0,0.0,0.0,,2,1.0,9,119.4
79,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,Corner 3,3.0,4.0,0.75,,2,1.0,9,119.4
